bidirectional_first_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,gtp_teid_unique,gtp_teid_switch_rate,gtp_teid_run_len_mean,gtp_teid_packets_mean,gtp_teid_packets_std,gtp_dir_imbalance_teid_mean,gtp_inner_ip_unique,gtp_payload_len_p95,gtp_s_flag_ratio,gtp_error_ind_rate,label
1747042435824,2,2,116,1747042435824,1747042435824,0,1,58,1747042435826,1747042435826,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,2,2.0,0.0,2,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042445826,0,2,116,1747042445826,1747042445826,0,1,58,1747042445826,1747042445826,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042455826,0,2,116,1747042455826,1747042455826,0,1,58,1747042455826,1747042455826,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042465827,0,2,116,1747042465827,1747042465827,0,1,58,1747042465827,1747042465827,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042475827,0,2,116,1747042475827,1747042475827,0,1,58,1747042475827,1747042475827,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042485828,0,2,116,1747042485828,1747042485828,0,1,58,1747042485828,1747042485828,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042495828,1,2,116,1747042495828,1747042495828,0,1,58,1747042495829,1747042495829,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042488912,0,1,106,1747042488912,1747042488912,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020304568527918,1.0,1.5,0.5,0.0,1.0,92.0,0.0,0.0,0
1747042505834,0,2,116,1747042505834,1747042505834,0,1,58,1747042505834,1747042505834,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042515837,10,2,116,1747042515837,1747042515837,0,1,58,1747042515847,1747042515847,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,10,10.0,0.0,10,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042525856,0,2,116,1747042525856,1747042525856,0,1,58,1747042525856,1747042525856,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042535857,0,2,116,1747042535857,1747042535857,0,1,58,1747042535857,1747042535857,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042525790,0,1,106,1747042525790,1747042525790,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020304568527918,1.0,1.5,0.5,0.0,1.0,92.0,0.0,0.0,0
1747042545859,0,2,116,1747042545859,1747042545859,0,1,58,1747042545859,1747042545859,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042555860,0,2,116,1747042555860,1747042555860,0,1,58,1747042555860,1747042555860,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042565860,0,2,116,1747042565860,1747042565860,0,1,58,1747042565860,1747042565860,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042575861,0,2,116,1747042575861,1747042575861,0,1,58,1747042575861,1747042575861,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042585863,0,2,116,1747042585863,1747042585863,0,1,58,1747042585863,1747042585863,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042595873,2,2,116,1747042595873,1747042595873,0,1,58,1747042595875,1747042595875,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,2,2.0,0.0,2,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042605882,2,2,116,1747042605882,1747042605882,0,1,58,1747042605884,1747042605884,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,2,2.0,0.0,2,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042615884,0,2,116,1747042615884,1747042615884,0,1,58,1747042615884,1747042615884,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042625885,0,2,116,1747042625885,1747042625885,0,1,58,1747042625885,1747042625885,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042635885,0,2,116,1747042635885,1747042635885,0,1,58,1747042635885,1747042635885,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042645889,0,2,116,1747042645889,1747042645889,0,1,58,1747042645889,1747042645889,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042655889,1,2,116,1747042655889,1747042655889,0,1,58,1747042655890,1747042655890,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042665890,0,2,116,1747042665890,1747042665890,0,1,58,1747042665890,1747042665890,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042675892,0,2,116,1747042675892,1747042675892,0,1,58,1747042675892,1747042675892,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042685892,0,2,116,1747042685892,1747042685892,0,1,58,1747042685892,1747042685892,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042695892,1,2,116,1747042695892,1747042695892,0,1,58,1747042695893,1747042695893,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042705893,0,2,116,1747042705893,1747042705893,0,1,58,1747042705893,1747042705893,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042715894,1,2,116,1747042715894,1747042715894,0,1,58,1747042715895,1747042715895,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042706009,0,1,106,1747042706009,1747042706009,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020304568527918,1.0,1.5,0.5,0.0,1.0,92.0,0.0,0.0,0
1747042725896,0,2,116,1747042725896,1747042725896,0,1,58,1747042725896,1747042725896,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042735896,0,2,116,1747042735896,1747042735896,0,1,58,1747042735896,1747042735896,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042745900,0,2,116,1747042745900,1747042745900,0,1,58,1747042745900,1747042745900,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042755900,0,2,116,1747042755900,1747042755900,0,1,58,1747042755900,1747042755900,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042765901,0,2,116,1747042765901,1747042765901,0,1,58,1747042765901,1747042765901,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042775902,2,2,116,1747042775902,1747042775902,0,1,58,1747042775904,1747042775904,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,2,2.0,0.0,2,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042785907,0,2,116,1747042785907,1747042785907,0,1,58,1747042785907,1747042785907,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042795907,0,2,116,1747042795907,1747042795907,0,1,58,1747042795907,1747042795907,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042787917,0,1,106,1747042787917,1747042787917,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020304568527918,1.0,1.5,0.5,0.0,1.0,92.0,0.0,0.0,0
1747042805908,0,2,116,1747042805908,1747042805908,0,1,58,1747042805908,1747042805908,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042815909,1,2,116,1747042815909,1747042815909,0,1,58,1747042815910,1747042815910,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042825912,0,2,116,1747042825912,1747042825912,0,1,58,1747042825912,1747042825912,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042835913,0,2,116,1747042835913,1747042835913,0,1,58,1747042835913,1747042835913,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042845915,0,2,116,1747042845915,1747042845915,0,1,58,1747042845915,1747042845915,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042855916,0,2,116,1747042855916,1747042855916,0,1,58,1747042855916,1747042855916,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042865916,0,2,116,1747042865916,1747042865916,0,1,58,1747042865916,1747042865916,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042875919,0,2,116,1747042875919,1747042875919,0,1,58,1747042875919,1747042875919,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042885919,0,2,116,1747042885919,1747042885919,0,1,58,1747042885919,1747042885919,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042895922,0,2,116,1747042895922,1747042895922,0,1,58,1747042895922,1747042895922,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042905923,0,2,116,1747042905923,1747042905923,0,1,58,1747042905923,1747042905923,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042915925,1,2,116,1747042915925,1747042915925,0,1,58,1747042915926,1747042915926,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042925926,0,2,116,1747042925926,1747042925926,0,1,58,1747042925926,1747042925926,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042935931,0,2,116,1747042935931,1747042935931,0,1,58,1747042935931,1747042935931,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042945933,0,2,116,1747042945933,1747042945933,0,1,58,1747042945933,1747042945933,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042955935,0,2,116,1747042955935,1747042955935,0,1,58,1747042955935,1747042955935,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042965938,0,2,116,1747042965938,1747042965938,0,1,58,1747042965938,1747042965938,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042975938,1,2,116,1747042975938,1747042975938,0,1,58,1747042975939,1747042975939,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042985942,0,2,116,1747042985942,1747042985942,0,1,58,1747042985942,1747042985942,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747042995943,0,2,116,1747042995943,1747042995943,0,1,58,1747042995943,1747042995943,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747043005943,0,2,116,1747043005943,1747043005943,0,1,58,1747043005943,1747043005943,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747043015944,1,2,116,1747043015944,1747043015944,0,1,58,1747043015945,1747043015945,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
