bidirectional_first_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,gtp_teid_unique,gtp_teid_switch_rate,gtp_teid_run_len_mean,gtp_teid_packets_mean,gtp_teid_packets_std,gtp_dir_imbalance_teid_mean,gtp_inner_ip_unique,gtp_payload_len_p95,gtp_s_flag_ratio,gtp_error_ind_rate,label
1743690880030,0,1,203,1743690880030,1743690880030,0,1,203,0,0,0,0,0,203,203.0,0.0,203,203,203.0,0.0,203,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690881627,0,1,203,1743690881627,1743690881627,0,1,203,0,0,0,0,0,203,203.0,0.0,203,203,203.0,0.0,203,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690899517,0,2,116,1743690899517,1743690899517,0,1,58,1743690899517,1743690899517,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690909518,0,2,116,1743690909518,1743690909518,0,1,58,1743690909518,1743690909518,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690919520,0,2,116,1743690919520,1743690919520,0,1,58,1743690919520,1743690919520,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690912407,0,1,70,1743690912407,1743690912407,0,1,70,0,0,0,0,0,70,70.0,0.0,70,70,70.0,0.0,70,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690929521,0,2,116,1743690929521,1743690929521,0,1,58,1743690929521,1743690929521,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690939522,0,2,116,1743690939522,1743690939522,0,1,58,1743690939522,1743690939522,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690949522,0,2,116,1743690949522,1743690949522,0,1,58,1743690949522,1743690949522,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690959522,1,2,116,1743690959522,1743690959522,0,1,58,1743690959523,1743690959523,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690969524,0,2,116,1743690969524,1743690969524,0,1,58,1743690969524,1743690969524,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690979537,0,2,116,1743690979537,1743690979537,0,1,58,1743690979537,1743690979537,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690989544,1,2,116,1743690989544,1743690989544,0,1,58,1743690989545,1743690989545,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743690977991,0,1,106,1743690977991,1743690977991,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0135135135135135,1.0,1.0,0.0,-1.0,0.0,56.0,0.0,0.0,1
1743690977991,0,1,106,1743690977991,1743690977991,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0135135135135135,1.0,1.0,0.0,-1.0,0.0,56.0,0.0,0.0,1
1743690978065,0,1,106,1743690978065,1743690978065,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0135135135135135,1.0,1.0,0.0,-1.0,0.0,56.0,0.0,0.0,1
1743690999546,0,2,116,1743690999546,1743690999546,0,1,58,1743690999546,1743690999546,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691009547,0,2,116,1743691009547,1743691009547,0,1,58,1743691009547,1743691009547,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691019548,0,2,116,1743691019548,1743691019548,0,1,58,1743691019548,1743691019548,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691010804,0,1,106,1743691010804,1743691010804,0,1,106,0,0,0,0,0,106,106.0,0.0,106,106,106.0,0.0,106,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0135135135135135,1.0,1.0,0.0,-1.0,0.0,56.0,0.0,0.0,1
1743691029554,0,2,116,1743691029554,1743691029554,0,1,58,1743691029554,1743691029554,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691039555,0,2,116,1743691039555,1743691039555,0,1,58,1743691039555,1743691039555,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691049556,0,2,116,1743691049556,1743691049556,0,1,58,1743691049556,1743691049556,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691059557,0,2,116,1743691059557,1743691059557,0,1,58,1743691059557,1743691059557,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691069558,0,2,116,1743691069558,1743691069558,0,1,58,1743691069558,1743691069558,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691079559,0,2,116,1743691079559,1743691079559,0,1,58,1743691079559,1743691079559,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691089560,1,2,116,1743691089560,1743691089560,0,1,58,1743691089561,1743691089561,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691099562,1,2,116,1743691099562,1743691099562,0,1,58,1743691099563,1743691099563,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691109565,0,2,116,1743691109565,1743691109565,0,1,58,1743691109565,1743691109565,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691119566,0,2,116,1743691119566,1743691119566,0,1,58,1743691119566,1743691119566,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691129567,1,2,116,1743691129567,1743691129567,0,1,58,1743691129568,1743691129568,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691139568,0,2,116,1743691139568,1743691139568,0,1,58,1743691139568,1743691139568,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691149571,0,2,116,1743691149571,1743691149571,0,1,58,1743691149571,1743691149571,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691159574,0,2,116,1743691159574,1743691159574,0,1,58,1743691159574,1743691159574,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691169583,1,2,116,1743691169583,1743691169583,0,1,58,1743691169584,1743691169584,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691179585,0,2,116,1743691179585,1743691179585,0,1,58,1743691179585,1743691179585,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691189591,0,2,116,1743691189591,1743691189591,0,1,58,1743691189591,1743691189591,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691199593,0,2,116,1743691199593,1743691199593,0,1,58,1743691199593,1743691199593,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691209594,1,2,116,1743691209594,1743691209594,0,1,58,1743691209595,1743691209595,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,1,1.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
1743691219595,0,2,116,1743691219595,1743691219595,0,1,58,1743691219595,1743691219595,0,1,58,58,58.0,0.0,58,58,58.0,0.0,58,58,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0020105554159336,1.0,4.5,0.5,0.0,1.0,92.0,0.0,0.0,1
